geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
115,11500,1,0.971087591171306,0.9141918458666797,278278.0687364473,99931.14162184187,1
116,11600,4,0.9710820503030014,0.9141031026453168,278276.48092691816,99921.44101965197,4
117,11700,1,0.9710250112654726,0.9139012063256484,278260.1356318589,99899.37154943637,1
118,11800,2,0.9710250112654726,0.9139007845370515,278260.1356318589,99899.32544334145,2
119,11900,3,0.9710244292423951,0.9139007845370515,278259.9688454027,99899.32544334145,3
120,12000,3,0.9710140302152404,0.9138706886328034,278256.9888658214,99896.03563269257,3
121,12100,1,0.9709963768164753,0.9138496480966284,278251.93004954193,99893.7356725586,1
122,12200,3,0.9709529870557306,0.9138266408415175,278239.49613633705,99891.2207285901,3
123,12300,5,0.9709529747600739,0.9138260733270346,278239.49261285306,99891.15869306613,5
124,12400,3,0.9709529747600739,0.9138220261806669,278239.49261285306,99890.71629581804,3
125,12500,1,0.9709054837123565,0.9136673798134681,278225.883421302,99873.81176085449,1
126,12600,1,0.9709054837123565,0.9136673798134681,278225.883421302,99873.81176085449,1
127,12700,1,0.9709054837123565,0.9136673798134681,278225.883421302,99873.81176085449,1
128,12800,1,0.9709027559793101,0.9136663789843137,278225.10175310745,99873.70235930991,1
129,12900,4,0.9709009770347371,0.9136207240858871,278224.5919728727,99868.71178086512,4
130,13000,2,0.9708896260653052,0.9136207240858871,278221.33920156705,99868.71178086512,2
131,13100,5,0.9708832849178137,0.9136149923472076,278219.5220613899,99868.08523930023,5
132,13200,3,0.9708728808991146,0.9136149923472076,278216.5406514151,99868.08523930023,3
133,13300,1,0.9708675087304344,0.9135802167484566,278215.0011850077,99864.28388699164,1
134,13400,1,0.9708675087304344,0.9135802167484566,278215.0011850077,99864.28388699164,1
135,13500,2,0.9708669761290883,0.9135802167484566,278214.8485610062,99864.28388699164,2
136,13600,2,0.9708669761290883,0.9135802167484566,278214.8485610062,99864.28388699164,2
137,13700,2,0.9708565431700782,0.913561428571257,278211.85885780025,99862.23013426454,2
138,13800,2,0.9708565431700782,0.913561428571257,278211.85885780025,99862.23013426454,2
139,13900,1,0.9708560998320338,0.9135449790940621,278211.73181338544,99860.43202696068,1
140,14000,2,0.9708514040757241,0.9135448792374429,278210.3861819419,99860.42111154289,2
141,14100,4,0.9708514040757241,0.9135375011297054,278210.3861819419,99859.6146038798,4
142,14200,5,0.9708514040757241,0.9135375011297054,278210.3861819419,99859.6146038798,5
143,14300,4,0.9708475261989485,0.9135373161816612,278209.27492476004,99859.59438704098,4
144,14400,2,0.9708409407572903,0.9135284608002853,278207.3877788392,99858.62639725373,2
145,14500,4,0.9708393304836463,0.9135284608002853,278206.9263335032,99858.62639725373,4
146,14600,1,0.9708109709592937,0.9133599086280316,278198.79953450087,99840.20180610001,1
147,14700,2,0.9708108174212084,0.9133599086280316,278198.75553611986,99840.20180610001,2
148,14800,1,0.9708096136259061,0.9133536490470436,278198.4105725605,99839.51756561261,1
149,14900,1,0.9708096136259061,0.9133536490470436,278198.4105725605,99839.51756561261,1
150,15000,1,0.970809249187723,0.9133530441911855,278198.3061379506,99839.45144826897,1
151,15100,2,0.970809249187723,0.9133480462103399,278198.3061379506,99838.90511443985,2
152,15200,2,0.9708082107290443,0.9133480462103399,278198.0085538004,99838.90511443985,2
153,15300,1,0.9708078346750826,0.9133454231723405,278197.9007905346,99838.61838777193,1
154,15400,1,0.9708078346750826,0.9133454231723405,278197.9007905346,99838.61838777193,1
155,15500,1,0.9708078346750826,0.9133454231723405,278197.9007905346,99838.61838777193,1
156,15600,1,0.970807364378397,0.913344352372548,278197.76602076244,99838.50133767331,1
157,15700,2,0.9708073006829723,0.913344352372548,278197.7477679911,99838.50133767331,2
158,15800,5,0.9708071347209769,0.9133441719570228,278197.7002093734,99838.48161628826,5
159,15900,2,0.9708068166656414,0.9133439597424649,278197.6090663855,99838.45841892205,2
160,16000,2,0.9708068166656414,0.913343664352973,278197.6090663855,99838.42612962819,2
161,16100,1,0.97079924019003,0.9133352226093591,278195.43792650057,99837.50335496069,1
162,16200,1,0.9707979991977799,0.9133304187022806,278195.082303661,99836.97823551144,1
163,16300,1,0.9707975969578274,0.9133301973200593,278194.9670364511,99836.95403601961,1
164,16400,1,0.9707973748966133,0.913329343903602,278194.90340185585,99836.86074829096,1
165,16500,1,0.9707973741812611,0.9133293405909407,278194.9031968622,99836.86038618094,1
166,16600,1,0.9707973741812611,0.9133293405909407,278194.9031968622,99836.86038618094,1
