geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
171,17100,2,0.9691395925937627,0.9146219832291759,277719.8438276044,99978.16032790755,2
172,17200,3,0.9691320809253336,0.9146143591918869,277717.69125907973,99977.32693746168,3
173,17300,1,0.9690282261546783,0.9144544938243496,277687.93029284995,99959.85190882735,1
174,17400,1,0.9690251218979424,0.9144520275623241,277687.0407267828,99959.58231948363,1
175,17500,1,0.9690083205448045,0.9144467233198763,277682.2260755135,99959.00250792039,1
176,17600,1,0.9689519025837949,0.9139935908776744,277666.05875819374,99909.47018879082,1
177,17700,2,0.9689519025837949,0.9139935908776744,277666.05875819374,99909.47018879082,2
178,17800,1,0.9689078920533383,0.9139260719354643,277653.4469551691,99902.08963184681,1
179,17900,2,0.9687984377450444,0.9138900522672331,277622.0813669319,99898.15228917256,2
180,18000,2,0.9687984377450444,0.9138170225798058,277622.0813669319,99890.16934765992,2
181,18100,2,0.9687984377450444,0.9138095942794452,277622.0813669319,99889.35735339558,2
182,18200,2,0.9687880084081165,0.9137889176542228,277619.0927016819,99887.0971726986,2
183,18300,2,0.968735863546284,0.9137849848799758,277604.1498977812,99886.667277571,2
184,18400,3,0.9687176884010059,0.9137846677979719,277598.94156809704,99886.63261704892,3
185,18500,3,0.9687140538486989,0.9137846440423973,277597.90003877884,99886.63002030549,3
186,18600,3,0.9687093296393797,0.9137769027357314,277596.5462537469,99885.78381103741,3
187,18700,1,0.9686759982009991,0.913667126808201,277586.99468663277,99873.78410461877,1
188,18800,1,0.9686749824612358,0.9136657327623217,277586.7036128901,99873.63172019659,1
189,18900,1,0.9686749824612358,0.9136657327623217,277586.7036128901,99873.63172019659,1
190,19000,2,0.968659311068526,0.9136338422847965,277582.2127668146,99870.14574311163,2
191,19100,2,0.9686504262167667,0.9136287364944643,277579.6666943377,99869.58762452954,2
192,19200,2,0.9686504262167667,0.9136109640329001,277579.6666943377,99867.64490060175,2
193,19300,4,0.9686366698139455,0.9136091386761164,277575.72461409215,99867.44536919257,4
194,19400,5,0.9686026147149819,0.9136091386761164,277565.9656724103,99867.44536919257,5
195,19500,6,0.9686026147149819,0.9136091386761164,277565.9656724103,99867.44536919257,6
196,19600,9,0.9686025518946846,0.9136091269012909,277565.94767041836,99867.4440820757,9
197,19700,5,0.9686025516993279,0.9136022277313022,277565.94761443627,99866.68992753327,5
198,19800,5,0.968595114198067,0.9136022277313022,277563.8162995004,99866.68992753327,5
199,19900,4,0.968595114198067,0.9136022277313022,277563.8162995004,99866.68992753327,4
200,20000,6,0.968595114198067,0.9136022277313022,277563.8162995004,99866.68992753327,6
201,20100,4,0.9685895400038619,0.9135973836920308,277562.218939991,99866.16042119755,4
202,20200,9,0.9685876849738904,0.9135970431803903,277561.6873564732,99866.1231995606,9
203,20300,13,0.9685875840343098,0.9135966788817275,277561.65843089344,99866.08337774266,13
204,20400,14,0.9685874366630787,0.9135962115143057,277561.6161997065,99866.03228938497,14
205,20500,12,0.9685810465521748,0.9135953999762033,277559.785028412,99865.94357941736,12
206,20600,11,0.9685810465521748,0.9135948733216616,277559.785028412,99865.8860103307,11
207,20700,15,0.968560681458738,0.9135940280709961,277553.94913994765,99865.79361521217,15
208,20800,17,0.968560681458738,0.9135940280709961,277553.94913994765,99865.79361521217,17
209,20900,20,0.968560681458738,0.9135940280709961,277553.94913994765,99865.79361521217,20
210,21000,27,0.9685591062780683,0.9135917691050293,277553.4977509703,99865.54668558906,27
211,21100,32,0.9685591062780683,0.9135917691050293,277553.4977509703,99865.54668558906,32
212,21200,21,0.9685584258493258,0.9135178943757062,277553.3027650617,99857.47137177868,21
213,21300,16,0.9685584258493258,0.9135178943757062,277553.3027650617,99857.47137177868,16
214,21400,21,0.9685584258493258,0.9135178213618242,277553.3027650617,99857.46339056488,21
215,21500,2,0.9685544149563475,0.9135178213618242,277552.1533903172,99857.46339056488,2
216,21600,5,0.968553720703092,0.9135178213618242,277551.95444281044,99857.46339056488,5
217,21700,7,0.9685509450214314,0.9135178205411685,277551.1590343025,99857.46330085825,7
218,21800,5,0.9685371676050432,0.9135178205411685,277547.2109323398,99857.46330085825,5
219,21900,8,0.9685349995154676,0.9135156734498131,277546.58963742736,99857.2286003506,8
220,22000,8,0.9685349995154676,0.9135156734498131,277546.58963742736,99857.2286003506,8
221,22100,11,0.9685347872007387,0.9135156734498131,277546.5287958171,99857.2286003506,11
222,22200,16,0.9685347872007387,0.9135149141027106,277546.5287958171,99857.14559542864,16
223,22300,14,0.9685347872007387,0.9135109778052309,277546.5287958171,99856.71531517325,14
224,22400,18,0.9685326438843876,0.913510525539051,277545.9146000017,99856.66587754604,18
225,22500,18,0.968530897727425,0.9135104665267,277545.41421549296,99856.6594268523,18
226,22600,24,0.968530897727425,0.9135104665267,277545.41421549296,99856.6594268523,24
227,22700,30,0.9685299073776443,0.9135098847613857,277545.1304175876,99856.59583355702,30
228,22800,37,0.9685275476028502,0.9135087480442293,277544.45419272553,99856.47157797145,37
229,22900,42,0.9685275137473235,0.9135087480442293,277544.4444909739,99856.47157797145,42
230,23000,21,0.9685275137473235,0.9134550897137819,277544.4444909739,99850.60613709775,21
231,23100,26,0.9685275137473235,0.9134550897137819,277544.4444909739,99850.60613709775,26
232,23200,26,0.968526947420258,0.9134549077999309,277544.28220241884,99850.58625192936,26
233,23300,4,0.9685206832924995,0.9134549077999309,277542.48713327077,99850.58625192936,4
234,23400,6,0.9685206267863609,0.9134549077999309,277542.47094068496,99850.58625192936,6
235,23500,8,0.9685141971907323,0.9134532006955751,277540.62845451734,99850.39964680056,8
236,23600,3,0.9685062702866564,0.9133651489510454,277538.35689469374,99840.77463057182,3
237,23700,4,0.9685062702866564,0.9133651489510454,277538.35689469374,99840.77463057182,4
238,23800,5,0.9685040603876923,0.9133640842759716,277537.7236187448,99840.65824997176,5
239,23900,10,0.9685040603876923,0.9133619421970707,277537.7236187448,99840.42409738008,10
240,24000,5,0.9684784524146167,0.9133574852469311,277530.3853133679,99839.9369041092,5
241,24100,3,0.9684784524146167,0.9133564468322258,277530.3853133679,99839.8233940539,3
242,24200,1,0.9684710262539279,0.9133364760123889,277528.2572482238,99837.64036558515,1
243,24300,1,0.9684436873404901,0.9132204094671994,277520.4229188575,99824.95302603238,1
244,24400,1,0.9684436873404901,0.9132204094671994,277520.4229188575,99824.95302603238,1
245,24500,2,0.9684434038471521,0.9132204094671994,277520.3416800698,99824.95302603238,2
246,24600,1,0.9684433524958832,0.9132167072988627,277520.3269646805,99824.54833864642,1
247,24700,3,0.9684431891595766,0.9132166395876985,277520.28015848884,99824.54093707752,3
248,24800,1,0.9684401394455575,0.9132058318864109,277519.4062223628,99823.35953742616,1
249,24900,2,0.9684401392659862,0.9131917429843955,277519.4061709043,99821.81946674082,2
250,25000,3,0.9684400626871414,0.9131917429843955,277519.3842262175,99821.81946674082,3
251,25100,3,0.9684357345084521,0.9131917429843955,277518.1439290314,99821.81946674082,3
252,25200,1,0.9684346230052286,0.9131871508594632,277517.8254129951,99821.31749739048,1
253,25300,2,0.9684346230052286,0.9131850763299658,277517.8254129951,99821.09072868549,2
254,25400,3,0.9684343383965971,0.9131850763299658,277517.74385460524,99821.09072868549,3
255,25500,5,0.9684340633620546,0.9131850763299658,277517.665039798,99821.09072868549,5
256,25600,5,0.9684340633620546,0.9131850763299658,277517.665039798,99821.09072868549,5
257,25700,3,0.968433061858525,0.9131850334883372,277517.37804563745,99821.08604562814,3
258,25800,4,0.968433061858525,0.9131848991933426,277517.37804563745,99821.0713657202,4
259,25900,4,0.968433061858525,0.9131848438322027,277517.37804563745,99821.06531414368,4
260,26000,6,0.968433061858525,0.91318476887817,277517.37804563745,99821.05712085024,6
261,26100,5,0.9684328333515467,0.9131842111926748,277517.3125639227,99820.99615974184,5
262,26200,6,0.9684328333515467,0.9131829194032515,277517.3125639227,99820.85495306582,6
263,26300,6,0.9684325061792264,0.9131826466334614,277517.2188083416,99820.82513635213,6
264,26400,10,0.9684325061792264,0.9131826466334614,277517.2188083416,99820.82513635213,10
265,26500,8,0.9684323809861293,0.9131817263511779,277517.18293259403,99820.72453945923,8
266,26600,11,0.9684318288766852,0.9131817263511779,277517.0247182875,99820.72453945923,11
267,26700,13,0.9684317134556286,0.9131817209803833,277516.9916428482,99820.7239523728,13
268,26800,20,0.9684317134556286,0.9131817209803833,277516.9916428482,99820.7239523728,20
269,26900,19,0.9684317134556286,0.9131815724307188,277516.9916428482,99820.70771427394,19
270,27000,21,0.9684317113843014,0.9131815724307188,277516.9910492818,99820.70771427394,21
271,27100,22,0.9684308525610321,0.9131815547495715,277516.74494204804,99820.70578153167,22
272,27200,21,0.9684308525610321,0.9131815547495715,277516.74494204804,99820.70578153167,21
273,27300,20,0.9684308525610321,0.913181527242523,277516.74494204804,99820.70277471119,20
274,27400,26,0.9684308525610321,0.9131813508412918,277516.74494204804,99820.68349213227,26
275,27500,31,0.9684308342155951,0.9131813507909224,277516.739684919,99820.68348662634,31
276,27600,37,0.9684308319449321,0.9131813507909224,277516.7390342303,99820.68348662634,37
277,27700,40,0.9684307449466607,0.9131813141375239,277516.71410371823,99820.67948001005,40
278,27800,51,0.9684307449466607,0.9131813141375239,277516.71410371823,99820.67948001005,51
279,27900,61,0.9684307449466607,0.9131813064433214,277516.71410371823,99820.67863894977,61
280,28000,73,0.9684306992017798,0.9131812686225508,277516.700994914,99820.67450472695,73
281,28100,94,0.9684302855775554,0.9131812616833356,277516.58246538957,99820.67374619503,94
282,28200,100,0.9684302734782645,0.9131811336368765,277516.5789981768,99820.6597493202,100
283,28300,100,0.9684302260242931,0.9131811336368765,277516.56539961,99820.6597493202,100
284,28400,100,0.9684302260242931,0.9131810480853626,277516.56539961,99820.65039760646,100
285,28500,100,0.9684302260242931,0.9131810458794044,277516.56539961,99820.65015647117,100
286,28600,100,0.9684302228425298,0.9131810458794044,277516.56448783336,99820.65015647117,100
287,28700,100,0.9684302228425298,0.9131810174219867,277516.56448783336,99820.64704576497,100
288,28800,100,0.9684302228425298,0.913180847761864,277516.56448783336,99820.62850006275,100
289,28900,100,0.9684302228425298,0.9131808473676299,277516.56448783336,99820.62845696865,100
290,29000,100,0.9684302228311037,0.9131808473676299,277516.56448455906,99820.62845696865,100
291,29100,100,0.9684302228311037,0.9131808473676299,277516.56448455906,99820.62845696865,100
292,29200,100,0.968430222811406,0.9131808473676299,277516.5644789144,99820.62845696865,100
293,29300,100,0.9684301293506362,0.913180845375897,277516.53769648744,99820.62823925052,100
294,29400,100,0.9684301097744455,0.913180845375897,277516.5320866695,99820.62823925052,100
295,29500,100,0.9684299313101176,0.913180845375897,277516.48094534205,99820.62823925052,100
